Date,Duration (Hours),CPU Count,RAM (GB),Storage (GB),CPU (Hours),RAM (Hours),Storage (Hours),Bandwidth IN (GB),Bandwidth OUT (GB),Cloud Storage (GB)2012-10-01,24,8,2,10,192,48,240,0.37711,7.36,0
2012-10-02,24,8,2,10,192,48,240,0.32356,6.66,0
2012-10-03,24,8,2,10,192,48,240,0.28543,5.8,0
2012-10-04,24,8,2,10,192,48,240,0.29936,6.16,0
2012-10-05,24,8,2,10,192,48,240,0.28577,6.05,0
2012-10-06,24,8,2,10,192,48,240,0.3798,7.6,0
2012-10-07,24,8,2,10,192,48,240,0.387,7.6,0
2012-10-08,24,8,2,10,192,48,240,0.30098,6.41,0
2012-10-09,24,8,2,10,192,48,240,0.2747,5.92,0
2012-10-10,24,8,2,10,192,48,240,0.2512,5.57,0
2012-10-11,24,8,2,10,192,48,240,0.35232,6.08,0
2012-10-12,24,8,2,10,192,48,240,0.29541,6.1,0
2012-10-13,24,8,2,10,192,48,240,0.36859,7.05,0
2012-10-14,24,8,2,10,192,48,240,0.41388,7.61,0
2012-10-15,24,8,2,10,192,48,240,0.35602,7.59,0
2012-10-16,24,8,2,10,192,48,240,0.3173,6.78,0
2012-10-17,24,8,2,10,192,48,240,0.31248,6.71,0
2012-10-18,24,8,2,10,192,48,240,0.3009,5.93,0
2012-10-19,24,8,2,10,192,48,240,0.32852,6.32,0
2012-10-20,24,8,2,10,192,48,240,0.85958,13.29,0
2012-10-21,24,8,2,10,192,48,240,0.70686,11.92,0
2012-10-22,24,8,2,10,192,48,240,0.6274,10.96,0
2012-10-23,24,8,2,10,192,48,240,0.54837,9.63,0
2012-10-24,24,8,2,10,192,48,240,0.53307,9.72,0
2012-10-25,24,8,2,10,192,48,240,0.60364,10.16,0
2012-10-26,24,8,2,10,192,48,240,0.53749,9.54,0
2012-10-27,24,8,2,10,192,48,240,0.63984,11.1,0
2012-10-28,24,8,2,10,192,48,240,0.64717,11.25,0
2012-10-29,24,8,2,10,192,48,240,0.52095,9.53,0
2012-10-30,24,8,2,10,192,48,240,0.48892,9,0
2012-10-31,24,8,2,10,192,48,240,0.45916,8.46,0

Total Horas,,,,,5952,1488,7440,13.38278,249.86,0
Costo por Hora,,,,,0.04,0.025,0.0003,0.0,0.15,0.005
Neto,,,,,$ 238.08,$ 37.20,$ 2.23,$ 0.00,$ 37.48,$ 0.00

Subtotal,,,,,,,,,,$ 314.99
18%,,,,,,,,,,$ 56.70
TOTAL,,,,,,,,,,$ 371.69
